"","mean","std","mode","std/mean","max","min","attack","file"
"1",97.14,0.0894427190999937,97.2,0.000920760954292708,97.2,97,0,"bis_limpio_09-06.csv"
"2",95.38,0.71554175279993,94.9,0.00750201040889002,96.5,94.9,0,"bis_limpio_09-06.csv"
"3",94.5,0.299999999999998,94.4,0.00317460317460316,95,94.2,0,"bis_limpio_09-06.csv"
"4",93.66,0.466904701197149,93.6,0.00498510251118033,94.3,93,0,"bis_limpio_09-06.csv"
"5",92.78,0.238746727726266,93.1,0.00257325638851332,93.1,92.5,0,"bis_limpio_09-06.csv"
"6",93.4,0.308220700148444,93.6,0.00330000749623602,93.6,92.9,0,"bis_limpio_09-06.csv"
"7",94.1,0.761577310586394,94.9,0.00809327641430812,94.9,93.3,0,"bis_limpio_09-06.csv"
"8",93.76,0.541294744108974,93.2,0.00577319479638411,94.4,93.2,0,"bis_limpio_09-06.csv"
"9",93.92,0.178885438199983,93.9,0.0019046575617545,94.2,93.7,0,"bis_limpio_09-06.csv"
"10",93.58,0.0447213595499933,93.6,0.000477894417076226,93.6,93.5,0,"bis_limpio_09-06.csv"
"11",94.72,0.657267069006203,94.8,0.00693905267109589,95.2,93.6,0,"bis_limpio_09-06.csv"
"12",94.96,0.26076809620811,95.2,0.00274608357422188,95.2,94.6,0,"bis_limpio_09-06.csv"
"13",95.3,0,95.3,0,95.3,95.3,0,"bis_limpio_09-06.csv"
"14",95.02,0.27748873851023,95.3,0.00292031928552126,95.3,94.7,0,"bis_limpio_09-06.csv"
"15",95.18,0.268328157299972,95,0.00281916534250864,95.6,95,0,"bis_limpio_09-06.csv"
"16",93.82,0.687022561492704,94.1,0.00732277298542639,94.6,93,0,"bis_limpio_09-06.csv"
"17",94.62,0.204939015319192,94.6,0.00216591645866827,94.8,94.3,0,"bis_limpio_09-06.csv"
"18",94.88,0.109544511501035,94.8,0.00115455851076133,95,94.8,0,"bis_limpio_09-06.csv"
"19",94.88,0.0447213595499996,94.9,0.000471346538258849,94.9,94.8,0,"bis_limpio_09-06.csv"
"20",94.74,0.0894427190999929,94.7,0.000944086120962559,94.9,94.7,0,"bis_limpio_09-06.csv"
"21",93.82,0.521536192416213,93.5,0.00555890207222568,94.7,93.5,0,"bis_limpio_09-06.csv"
"22",92.98,0.521536192416213,92.6,0.00560912231034861,93.6,92.6,0,"bis_limpio_09-06.csv"
"23",92.58,0.0447213595499933,92.6,0.000483056378807445,92.6,92.5,0,"bis_limpio_09-06.csv"
"24",93,0.685565460040104,92.5,0.00737167161333446,93.8,92.5,0,"bis_limpio_09-06.csv"
"25",93.98,0.164316767251548,94.1,0.0017484227202761,94.1,93.8,0,"bis_limpio_09-06.csv"
"26",94,0,94,0,94,94,0,"bis_limpio_09-06.csv"
"27",94.74,0.482700735445886,94.2,0.00509500459622003,95.5,94.2,0,"bis_limpio_09-06.csv"
"28",95.28,0.496990945591565,95.8,0.00521610984038167,95.8,94.7,0,"bis_limpio_09-06.csv"
"29",95.92,0.268328157299979,95.8,0.00279741615200144,96.4,95.8,0,"bis_limpio_09-06.csv"
"30",96.4,0,96.4,0,96.4,96.4,0,"bis_limpio_09-06.csv"
"31",96.4,0,96.4,0,96.4,96.4,0,"bis_limpio_09-06.csv"
"32",96.74,0.357770876399966,97,0.00369827244573047,97,96.3,0,"bis_limpio_09-06.csv"
"33",97,0,97,0,97,97,0,"bis_limpio_09-06.csv"
"34",97,0.0707106781186507,97,0.000728976063078874,97.1,96.9,0,"bis_limpio_09-06.csv"
"35",96.58,0.342052627529743,96.7,0.00354165073027276,97,96.1,0,"bis_limpio_09-06.csv"
"36",96.46,0.439317652729774,96.7,0.00455440237123962,96.8,95.7,0,"bis_limpio_09-06.csv"
"37",96.22,0.130384048104052,96.3,0.00135506181775152,96.3,96,0,"bis_limpio_09-06.csv"
"38",96.12,0.268328157299972,96.3,0.0027915954775278,96.3,95.7,0,"bis_limpio_09-06.csv"
"39",95.8,0.141421356237312,95.8,0.00147621457450221,96,95.6,0,"bis_limpio_09-06.csv"
"40",96.2,0.282842712474623,96.4,0.00294015293632664,96.4,95.8,0,"bis_limpio_09-06.csv"
"41",96.86,0.482700735445889,96.1,0.00498348890611076,97.3,96.1,0,"bis_limpio_09-06.csv"
"42",97.3,0,97.3,0,97.3,97.3,0,"bis_limpio_09-06.csv"
"43",96.72,0.286356421265524,97.1,0.00296067433070228,97.1,96.4,0,"bis_limpio_09-06.csv"
"44",96.18,0.130384048104058,96.1,0.00135562537018152,96.4,96.1,0,"bis_limpio_09-06.csv"
"45",95.2,0,95.2,0,95.2,95.2,0,"bis_limpio_09-06.csv"
"46",95.08,0.130384048104052,95.2,0.00137130887782974,95.2,94.9,0,"bis_limpio_09-06.csv"
"47",94.86,0.0894427190999929,94.9,0.000942891831119469,94.9,94.7,0,"bis_limpio_09-06.csv"
"48",93.98,0.248997991959776,94,0.00264947852691824,94.3,93.6,0,"bis_limpio_09-06.csv"
"49",93.92,0.109544511501035,94,0.00116635979025804,94,93.8,0,"bis_limpio_09-06.csv"
"50",94.72,0.130384048104052,94.8,0.00137652077812554,94.8,94.5,0,"bis_limpio_09-06.csv"
"51",95.26,0.25099800796022,95.2,0.00263487306277787,95.5,94.9,0,"bis_limpio_09-06.csv"
"52",95.14,0.0894427190999937,95.2,0.000940116870926988,95.2,95,0,"bis_limpio_09-06.csv"
"53",95.9,0,95.9,0,95.9,95.9,0,"bis_limpio_09-06.csv"
"54",95.88,0.0447213595499996,95.9,0.000466430533479345,95.9,95.8,0,"bis_limpio_09-06.csv"
"55",95.76,0.0547722557505135,95.8,0.000571974266400517,95.8,95.7,0,"bis_limpio_09-06.csv"
"56",95.66,0.0547722557505213,95.7,0.000572572190576221,95.7,95.6,0,"bis_limpio_09-06.csv"
"57",95.38,0.258843582110897,95.3,0.00271381402926082,95.7,95.1,0,"bis_limpio_09-06.csv"
"58",95.74,0.0894427190999921,95.8,0.000934225183831127,95.8,95.6,0,"bis_limpio_09-06.csv"
"59",95.8,0,95.8,0,95.8,95.8,0,"bis_limpio_09-06.csv"
"60",95.8,0,95.8,0,95.8,95.8,0,"bis_limpio_09-06.csv"
"61",95.44,0.328633534503097,95.2,0.00344335220560663,95.8,95.2,0,"bis_limpio_09-06.csv"
"62",95.68,0.248997991959776,95.7,0.0026024037621214,96,95.3,0,"bis_limpio_09-06.csv"
"63",96.36,0.194935886896181,96.5,0.0020229959204668,96.5,96.1,0,"bis_limpio_09-06.csv"
"64",96.5,0.187082869338696,96.5,0.00193868258382068,96.8,96.3,0,"bis_limpio_09-06.csv"
"65",96.32,0.216794833886787,96.3,0.00225077692988774,96.6,96,0,"bis_limpio_09-06.csv"
"66",95.82,0.164316767251553,95.9,0.00171484833282772,96,95.6,0,"bis_limpio_09-06.csv"
"67",95.76,0.0894427190999929,95.8,0.000934030065789399,95.8,95.6,0,"bis_limpio_09-06.csv"
"68",95.7,0.0707106781186558,95.7,0.000738878559233603,95.8,95.6,0,"bis_limpio_09-06.csv"
"69",96.02,0.204939015319194,95.8,0.00213433675608409,96.2,95.8,0,"bis_limpio_09-06.csv"
"70",95.14,0.427784992724146,94.7,0.00449637368850269,95.6,94.7,0,"bis_limpio_09-06.csv"
"71",94.34,0.219089023002067,94.2,0.00232233435448449,94.7,94.2,0,"bis_limpio_09-06.csv"
"72",94.68,0.216794833886788,94.8,0.00228976377151234,94.8,94.3,0,"bis_limpio_09-06.csv"
"73",94.94,0.0547722557505135,94.9,0.000576914427538588,95,94.9,0,"bis_limpio_09-06.csv"
"74",94.96,0.167332005306811,95.1,0.00176213147964207,95.1,94.7,0,"bis_limpio_09-06.csv"
"75",94.98,0.268328157299971,94.7,0.0028251016771949,95.3,94.7,0,"bis_limpio_09-06.csv"
"76",95.04,0.0894427190999865,95.1,0.000941106051136222,95.1,94.9,0,"bis_limpio_09-06.csv"
"77",95.22,0.0447213595499933,95.2,0.000469663511342084,95.3,95.2,0,"bis_limpio_09-06.csv"
"78",94.6,0.651920240520265,95.2,0.00689133446638758,95.2,93.7,0,"bis_limpio_09-06.csv"
"79",93.02,0.70142711667001,93.7,0.0075406054253925,93.7,92.3,1,"bis_limpio_09-06.csv"
"80",92.3,0,92.3,0,92.3,92.3,1,"bis_limpio_09-06.csv"
"81",93.38,0.719027120489904,92.5,0.00770001199924935,94.2,92.5,1,"bis_limpio_09-06.csv"
"82",94.28,0.303315017762063,94.7,0.00321717244126074,94.7,93.9,1,"bis_limpio_09-06.csv"
"83",94.76,0.669328021227259,93.7,0.00706340250345355,95.3,93.7,1,"bis_limpio_09-06.csv"
"84",94.16,0.661815684310975,94.7,0.00702862876286082,94.7,93.3,1,"bis_limpio_09-06.csv"
"85",93.32,0.327108544675925,93.4,0.00350523515512136,93.7,92.8,1,"bis_limpio_09-06.csv"
"86",92.86,0.487852436706018,93.6,0.00525363382194721,93.6,92.3,1,"bis_limpio_09-06.csv"
"87",90.58,2.68923781023546,92.2,0.0296890904199101,92.2,86,1,"bis_limpio_09-06.csv"
"88",84.22,1.81300854934553,84.7,0.0215270547298211,86.6,81.7,2,"bis_limpio_09-06.csv"
"89",81.58,0.268328157299979,81.7,0.00328914142314266,81.7,81.1,2,"bis_limpio_09-06.csv"
"90",72.32,5.21075810223426,80.4,0.0720514118118676,80.4,67,2,"bis_limpio_09-06.csv"
"91",71.18,2.22418524408377,68.9,0.03124733413998,74,68.9,2,"bis_limpio_09-06.csv"
"92",72.58,2.29826021155134,70.8,0.0316651999387067,75.6,70.4,2,"bis_limpio_09-06.csv"
"93",73.8,3.19609136289938,68.4,0.043307471041997,76.2,68.4,2,"bis_limpio_09-06.csv"
"94",77.66,4.06853782088848,80.3,0.0523891040547061,83.1,73.4,2,"bis_limpio_09-06.csv"
"95",62.08,4.05672281527836,59.8,0.0653466948337365,69.1,59.6,2,"bis_limpio_09-06.csv"
"96",61.64,1.27397017233529,62.5,0.0206679132435965,62.6,59.8,2,"bis_limpio_09-06.csv"
"97",71.14,3.88883015828668,69.3,0.0546644666613253,77.5,67.6,2,"bis_limpio_09-06.csv"
"98",79.46,0.981325634027771,79.1,0.0123499324695164,81.2,78.8,2,"bis_limpio_09-06.csv"
"99",86.28,0.960208310732622,85.7,0.0111289790302807,87.3,85,2,"bis_limpio_09-06.csv"
"100",88.4,0.223606797749979,88.5,0.00252948866233008,88.5,88,2,"bis_limpio_09-06.csv"
"101",87.12,0.97313925005623,87.3,0.0111701015846675,88.2,85.8,2,"bis_limpio_09-06.csv"
"102",87.8,0.533853912601564,88.2,0.00608034069022283,88.2,86.9,2,"bis_limpio_09-06.csv"
"103",87.52,0.0447213595499933,87.5,0.000510984455552939,87.6,87.5,2,"bis_limpio_09-06.csv"
"104",87.34,0.134164078649992,87.4,0.00153611264769856,87.4,87.1,2,"bis_limpio_09-06.csv"
"105",97.38,0.148323969741911,97.4,0.00152314612591817,97.6,97.2,0,"bis_limpio_10-05_1.csv"
"106",94.88,1.16490342947387,96.6,0.0122776499733756,96.6,93.7,0,"bis_limpio_10-05_1.csv"
"107",95.58,0.875785361832452,94.7,0.00916285166177498,96.5,94.7,0,"bis_limpio_10-05_1.csv"
"108",96.18,1.00598210719674,97,0.0104593689664872,97,94.7,0,"bis_limpio_10-05_1.csv"
"109",96.22,0.73620649277224,97,0.00765128344182332,97,95.5,0,"bis_limpio_10-05_1.csv"
"110",95.66,0.512835256198327,95.3,0.00536102086763879,96.4,95.3,0,"bis_limpio_10-05_1.csv"
"111",96.68,0.449444101084886,96.9,0.0046487805242541,97.1,96.1,1,"bis_limpio_10-05_1.csv"
"112",97.1,0.187082869338694,97,0.00192670308278779,97.3,96.9,1,"bis_limpio_10-05_1.csv"
"113",96.96,0.602494813255687,97.4,0.00621384914661394,97.4,96.3,1,"bis_limpio_10-05_1.csv"
"114",97.3,0.0707106781186558,97.3,0.000726728449318148,97.4,97.2,1,"bis_limpio_10-05_1.csv"
"115",97.14,0.0547722557505213,97.1,0.000563848628273845,97.2,97.1,1,"bis_limpio_10-05_1.csv"
"116",97.14,0.0547722557505213,97.1,0.000563848628273845,97.2,97.1,1,"bis_limpio_10-05_1.csv"
"117",97.22,0.0447213595499933,97.2,0.000460001641123156,97.3,97.2,1,"bis_limpio_10-05_1.csv"
"118",97.32,0.0447213595499996,97.3,0.000459528971948208,97.4,97.3,1,"bis_limpio_10-05_1.csv"
"119",97.32,0.0447213595499996,97.3,0.000459528971948208,97.4,97.3,1,"bis_limpio_10-05_1.csv"
"120",97.46,0.0547722557505135,97.5,0.000561997288636502,97.5,97.4,1,"bis_limpio_10-05_1.csv"
"121",97.46,0.0547722557505135,97.5,0.000561997288636502,97.5,97.4,1,"bis_limpio_10-05_1.csv"
"122",97.4,0,97.4,0,97.4,97.4,1,"bis_limpio_10-05_1.csv"
"123",97.34,0.0547722557505213,97.3,0.000562690114552304,97.4,97.3,1,"bis_limpio_10-05_1.csv"
"124",97.22,0.130384048104057,97.1,0.00134112372046963,97.4,97.1,1,"bis_limpio_10-05_1.csv"
"125",97.1,0,97.1,0,97.1,97.1,1,"bis_limpio_10-05_1.csv"
"126",95.9,0.670820393249937,95.6,0.00699499888686066,97.1,95.6,1,"bis_limpio_10-05_1.csv"
"127",95.6,0,95.6,0,95.6,95.6,1,"bis_limpio_10-05_1.csv"
"128",96.58,0.898331787259029,95.6,0.00930142666451677,97.3,95.6,1,"bis_limpio_10-05_1.csv"
"129",97.3,0,97.3,0,97.3,97.3,0,"bis_limpio_10-05_1.csv"
"130",97.28,0.0447213595499933,97.3,0.000459717923005687,97.3,97.2,0,"bis_limpio_10-05_1.csv"
"131",95.9,0.670820393249937,95.6,0.00699499888686066,97.1,95.6,0,"bis_limpio_10-05_1.csv"
"132",95.24,1.10589330407594,95.6,0.0116116474598481,96.7,93.9,0,"bis_limpio_10-05_1.csv"
"133",94.1,0.273861278752583,93.9,0.00291032177207846,94.4,93.9,0,"bis_limpio_10-05_1.csv"
"134",93.9,0,93.9,0,93.9,93.9,0,"bis_limpio_10-05_1.csv"
"135",92.44,0.844393273303383,92.2,0.00913450100933993,93.9,91.7,1,"bis_limpio_10-05_1.csv"
"136",91.26,0.602494813255687,91.7,0.00660195938259574,91.7,90.6,1,"bis_limpio_10-05_1.csv"
"137",90.76,0.194935886896177,90.7,0.00214781717602663,91.1,90.6,1,"bis_limpio_10-05_1.csv"
"138",91.1,0,91.1,0,91.1,91.1,1,"bis_limpio_10-05_1.csv"
"139",92.32,0.268328157299972,92.2,0.00290650083730472,92.8,92.2,1,"bis_limpio_10-05_1.csv"
"140",91.8,0.223606797749979,91.7,0.00243580389705859,92.2,91.7,1,"bis_limpio_10-05_1.csv"
"141",92.3,0.223606797749979,92.2,0.00242260885969641,92.7,92.2,1,"bis_limpio_10-05_1.csv"
"142",92.32,0.334664010613634,92.1,0.00362504344252204,92.9,92.1,1,"bis_limpio_10-05_1.csv"
"143",93.94,0.522494019104525,93.3,0.0055619972227435,94.6,93.3,1,"bis_limpio_10-05_1.csv"
"144",94.8,0,94.8,0,94.8,94.8,1,"bis_limpio_10-05_1.csv"
"145",94.72,0.130384048104052,94.8,0.00137652077812554,94.8,94.5,1,"bis_limpio_10-05_1.csv"
"146",94.64,0.134164078649986,94.7,0.00141762551405311,94.7,94.4,1,"bis_limpio_10-05_1.csv"
"147",94.54,0.230217288664426,94.7,0.00243513104151075,94.7,94.2,1,"bis_limpio_10-05_1.csv"
"148",93.52,0.465832587954086,94.2,0.00498110123988544,94.2,93.1,1,"bis_limpio_10-05_1.csv"
"149",93.5,0.367423461417475,93.6,0.00392966268895695,93.9,92.9,1,"bis_limpio_10-05_1.csv"
"150",94.24,0.328633534503097,94,0.00348719794676461,94.6,94,1,"bis_limpio_10-05_1.csv"
"151",94.9,0.17320508075689,94.8,0.00182513256856576,95.2,94.8,1,"bis_limpio_10-05_1.csv"
"152",94.84,0.219089023002066,94.9,0.00231009092157387,95.1,94.5,1,"bis_limpio_10-05_1.csv"
"153",94.94,0.250998007960221,94.8,0.00264375403370782,95.3,94.7,1,"bis_limpio_10-05_1.csv"
"154",95.76,0.31304951684997,95.7,0.00326910523026284,96.1,95.3,1,"bis_limpio_10-05_1.csv"
"155",96.56,0.357770876399964,96.8,0.00370516649130038,96.8,96,1,"bis_limpio_10-05_1.csv"
"156",97,0.122474487139158,97.1,0.0012626235787542,97.1,96.8,1,"bis_limpio_10-05_1.csv"
"157",96.96,0.313049516849965,97.1,0.00322864600711598,97.1,96.4,1,"bis_limpio_10-05_1.csv"
"158",96.22,0.178885438199979,96.3,0.00185912947620016,96.3,95.9,1,"bis_limpio_10-05_1.csv"
"159",95.8,0.273861278752579,95.7,0.00285867723123778,96.1,95.4,1,"bis_limpio_10-05_1.csv"
"160",95.38,0.0447213595499996,95.4,0.000468875650555668,95.4,95.3,1,"bis_limpio_10-05_1.csv"
"161",94.82,0.0447213595499996,94.8,0.000471644795929125,94.9,94.8,1,"bis_limpio_10-05_1.csv"
"162",94.66,0.219089023002067,94.8,0.00231448365732164,94.8,94.3,1,"bis_limpio_10-05_1.csv"
"163",95.6,0.399999999999999,95.8,0.00418410041841003,96,95,1,"bis_limpio_10-05_1.csv"
"164",95.7,0.223606797749979,95.8,0.00233653916144179,95.8,95.3,1,"bis_limpio_10-05_1.csv"
"165",95.12,0.178885438199986,95,0.00188062908116049,95.4,95,1,"bis_limpio_10-05_1.csv"
"166",95.16,0.336154726279431,95.1,0.00353252129339461,95.6,94.8,1,"bis_limpio_10-05_1.csv"
"167",94.7,0.316227766016838,95.1,0.00333925835287052,95.1,94.3,1,"bis_limpio_10-05_1.csv"
"168",94.76,0.151657508881032,94.8,0.00160043804222279,94.9,94.5,1,"bis_limpio_10-05_1.csv"
"169",94.42,0.228035085019826,94.4,0.0024151142238914,94.8,94.2,1,"bis_limpio_10-05_1.csv"
"170",94.42,0.0447213595499933,94.4,0.000473642867506813,94.5,94.4,1,"bis_limpio_10-05_1.csv"
"171",93.58,0.164316767251548,93.5,0.00175589620914242,93.8,93.4,1,"bis_limpio_10-05_1.csv"
"172",93.46,0.472228758124703,94,0.00505273655173019,94,92.9,1,"bis_limpio_10-05_1.csv"
"173",91.58,0.356370593624107,92.1,0.00389135830557007,92.1,91.2,1,"bis_limpio_10-05_1.csv"
"174",90.56,0.207364413533276,90.8,0.00228980138618901,90.8,90.3,1,"bis_limpio_10-05_1.csv"
"175",91.1,0.254950975679637,90.9,0.00279858370669196,91.5,90.9,1,"bis_limpio_10-05_1.csv"
"176",90.82,0.38987177379236,91,0.00429279645223915,91.4,90.4,1,"bis_limpio_10-05_1.csv"
"177",88.48,0.719027120489899,88.2,0.00812643671439759,89.6,87.7,1,"bis_limpio_10-05_1.csv"
"178",87.42,0.834865258589673,87.8,0.0095500487141349,88.1,86.1,2,"bis_limpio_10-05_1.csv"
"179",85.94,0.622896460095896,85.5,0.00724803886543979,86.8,85.2,2,"bis_limpio_10-05_1.csv"
"180",84.7,0.758287544405154,84.7,0.00895262744279992,85.8,83.9,2,"bis_limpio_10-05_1.csv"
"181",81.86,6.99414040465303,74.2,0.0854402688083683,87.2,74.2,2,"bis_limpio_10-05_1.csv"
"182",74.22,0.0447213595499933,74.2,0.000602551327809125,74.3,74.2,2,"bis_limpio_10-05_1.csv"
"183",74.04,0.0547722557505135,74,0.000739765744874575,74.1,74,2,"bis_limpio_10-05_1.csv"
"184",73.84,0.3286335345031,74,0.00445061666445151,74.2,73.4,2,"bis_limpio_10-05_1.csv"
"185",73.3,0,73.3,0,73.3,73.3,2,"bis_limpio_10-05_1.csv"
"186",72.94,0.167332005306817,72.8,0.00229410481638082,73.2,72.8,2,"bis_limpio_10-05_1.csv"
"187",73.04,0.0894427190999865,73.1,0.0012245717291893,73.1,72.9,2,"bis_limpio_10-05_1.csv"
"188",73.42,0.277488738510232,73,0.00377947069613501,73.7,73,2,"bis_limpio_10-05_1.csv"
"189",94.54,1.01390334845093,93.9,0.0107245964507185,95.9,93.5,0,"bis_limpio_13-06.csv"
"190",94.7,0.787400787401181,95.6,0.00831468624499663,95.6,93.6,0,"bis_limpio_13-06.csv"
"191",93.24,0.313049516849972,93.1,0.00335745942567537,93.8,93.1,0,"bis_limpio_13-06.csv"
"192",93.12,0.0447213595499996,93.1,0.000480255149806697,93.2,93.1,0,"bis_limpio_13-06.csv"
"193",93.54,0.296647939483826,93.8,0.00317134850848649,93.8,93.1,0,"bis_limpio_13-06.csv"
"194",93.72,0.178885438199979,93.8,0.00190872213188198,93.8,93.4,0,"bis_limpio_13-06.csv"
"195",94.12,0.164316767251548,94,0.00174582200649754,94.3,94,0,"bis_limpio_13-06.csv"
"196",95.34,0.260768096208104,95.5,0.00273513841208416,95.5,94.9,0,"bis_limpio_13-06.csv"
"197",95.46,0.250998007960225,95.4,0.00262935269181045,95.7,95.1,0,"bis_limpio_13-06.csv"
"198",95.72,0.192353840616712,95.8,0.00200954701856155,95.9,95.4,0,"bis_limpio_13-06.csv"
"199",94.92,0.228035085019826,94.7,0.00240239238326829,95.2,94.7,0,"bis_limpio_13-06.csv"
"200",94.12,0.178885438199986,94.2,0.00190061026561821,94.2,93.8,0,"bis_limpio_13-06.csv"
"201",94.26,0.151657508881036,94.1,0.00160892752897344,94.4,94.1,0,"bis_limpio_13-06.csv"
"202",94.36,0.0894427190999929,94.4,0.000947888078634939,94.4,94.2,0,"bis_limpio_13-06.csv"
"203",94.3,0,94.3,0,94.3,94.3,0,"bis_limpio_13-06.csv"
"204",94.18,0.109544511501035,94.1,0.00116313985454486,94.3,94.1,0,"bis_limpio_13-06.csv"
"205",94.08,0.130384048104052,94,0.00138588486505157,94.3,94,0,"bis_limpio_13-06.csv"
"206",93.76,0.219089023002064,93.8,0.00233670033065341,94,93.4,0,"bis_limpio_13-06.csv"
"207",93.76,0.0894427190999929,93.8,0.000953953915315624,93.8,93.6,0,"bis_limpio_13-06.csv"
"208",93.84,0.260768096208104,94,0.00277885865524407,94,93.4,0,"bis_limpio_13-06.csv"
"209",93.8,0,93.8,0,93.8,93.8,0,"bis_limpio_13-06.csv"
"210",94.02,0.268328157299978,93.8,0.00285394764199083,94.4,93.8,0,"bis_limpio_13-06.csv"
"211",94.74,0.26076809620811,94.9,0.00275246037796189,94.9,94.3,0,"bis_limpio_13-06.csv"
"212",95.22,0.0447213595499933,95.2,0.000469663511342084,95.3,95.2,0,"bis_limpio_13-06.csv"
"213",96.72,0.402492235949965,96.9,0.00416141683157532,96.9,96,0,"bis_limpio_13-06.csv"
"214",96.48,0.228035085019824,96.4,0.00236354773030497,96.8,96.2,0,"bis_limpio_13-06.csv"
"215",96.44,0.0547722557505135,96.4,0.000567941266595951,96.5,96.4,0,"bis_limpio_13-06.csv"
"216",96.58,0.0836660026534079,96.5,0.000866287043419009,96.7,96.5,0,"bis_limpio_13-06.csv"
"217",96.72,0.178885438199986,96.6,0.00184951859181127,97,96.6,0,"bis_limpio_13-06.csv"
"218",96.56,0.585662018573852,97,0.00606526531248811,97,95.7,0,"bis_limpio_13-06.csv"
"219",95.7,0,95.7,0,95.7,95.7,0,"bis_limpio_13-06.csv"
"220",95.7,0,95.7,0,95.7,95.7,0,"bis_limpio_13-06.csv"
"221",96.38,0.342052627529743,96,0.00354900007812558,96.9,96,0,"bis_limpio_13-06.csv"
"222",95.64,0.646529195009782,96.3,0.00676002922427626,96.3,94.7,0,"bis_limpio_13-06.csv"
"223",94.1,0.353553390593274,94.1,0.00375720925178824,94.6,93.6,0,"bis_limpio_13-06.csv"
"224",93.12,0.95760116958993,93.7,0.0102835177146685,93.9,91.8,0,"bis_limpio_13-06.csv"
"225",92.34,0.336154726279433,92.1,0.0036404020606393,92.8,92.1,0,"bis_limpio_13-06.csv"
"226",92.8,0,92.8,0,92.8,92.8,0,"bis_limpio_13-06.csv"
"227",92.62,0.486826457785523,92.3,0.00525616991778798,93.2,92.2,0,"bis_limpio_13-06.csv"
"228",91.72,0.460434577328853,91.4,0.0050200019333717,92.4,91.4,0,"bis_limpio_13-06.csv"
"229",92.96,0.134164078649984,92.9,0.00144324525225886,93.1,92.8,0,"bis_limpio_13-06.csv"
"230",94.06,0.357770876399965,93.9,0.00380364529449251,94.7,93.9,0,"bis_limpio_13-06.csv"
"231",93.62,0.432434966208794,93.6,0.00461904471489846,94.3,93.1,0,"bis_limpio_13-06.csv"
"232",93.9,0.141421356237306,93.9,0.00150608473096173,94.1,93.7,0,"bis_limpio_13-06.csv"
"233",93.84,0.134164078649992,93.9,0.00142971098305619,93.9,93.6,0,"bis_limpio_13-06.csv"
"234",94.28,0.228035085019829,94.5,0.00241870051993878,94.5,94,0,"bis_limpio_13-06.csv"
"235",94.6,0,94.6,0,94.6,94.6,0,"bis_limpio_13-06.csv"
"236",94.98,0.258843582110896,94.6,0.00272524302075064,95.3,94.6,0,"bis_limpio_13-06.csv"
"237",95.02,0.0447213595499933,95,0.000470652068511821,95.1,95,0,"bis_limpio_13-06.csv"
"238",95.16,0.230217288664426,95,0.00241926532854588,95.5,95,0,"bis_limpio_13-06.csv"
"239",95.1,0,95.1,0,95.1,95.1,0,"bis_limpio_13-06.csv"
"240",95.48,0.286356421265529,95.1,0.00299912464668547,95.8,95.1,0,"bis_limpio_13-06.csv"
"241",95.44,0.0894427190999865,95.4,0.000937161767602541,95.6,95.4,0,"bis_limpio_13-06.csv"
"242",94.68,0.535723809439155,95.4,0.0056582573874013,95.4,94.2,0,"bis_limpio_13-06.csv"
"243",94.5,0.187082869338696,94.5,0.00197971290305498,94.7,94.2,0,"bis_limpio_13-06.csv"
"244",93.96,0.313049516849965,94.1,0.00333173176724101,94.1,93.4,0,"bis_limpio_13-06.csv"
"245",93.4,0,93.4,0,93.4,93.4,0,"bis_limpio_13-06.csv"
"246",92.94,0.779743547584722,93.4,0.00838975196454403,93.4,91.6,0,"bis_limpio_13-06.csv"
"247",92.56,0.357770876399964,92.2,0.00386528604580774,93.1,92.2,0,"bis_limpio_13-06.csv"
"248",92.32,0.356370593624112,92.9,0.00386016674202895,92.9,92,0,"bis_limpio_13-06.csv"
"249",91.88,1.59122594247328,90.2,0.0173185235358433,93.6,90.2,1,"bis_limpio_13-06.csv"
"250",92.18,0.38987177379236,92.6,0.00422946163801649,92.6,91.6,1,"bis_limpio_13-06.csv"
"251",91.4,0.474341649025259,91.9,0.00518973357795688,91.9,90.8,1,"bis_limpio_13-06.csv"
"252",90.4,0.784219357067906,91.3,0.00867499288791931,91.3,89.7,1,"bis_limpio_13-06.csv"
"253",90.92,0.454972526643092,91.1,0.00500409730139785,91.4,90.2,1,"bis_limpio_13-06.csv"
"254",91.4,0.30822070014845,91.2,0.00337221772591302,91.9,91.2,1,"bis_limpio_13-06.csv"
"255",91.84,0.0894427190999929,91.8,0.000973897202743825,92,91.8,1,"bis_limpio_13-06.csv"
"256",91.86,0.134164078649986,91.8,0.0014605277449378,92.1,91.8,1,"bis_limpio_13-06.csv"
"257",94.42,0.816700679563818,93.1,0.00864965769502031,95.1,93.1,1,"bis_limpio_13-06.csv"
"258",95.92,0.526307894677631,95.4,0.00548694635819048,96.7,95.4,1,"bis_limpio_13-06.csv"
"259",96.7,0,96.7,0,96.7,96.7,0,"bis_limpio_13-06.csv"
"260",97.1,0.158113883008417,96.9,0.00162836130801665,97.3,96.9,0,"bis_limpio_13-06.csv"
"261",96.92,0.370135110466432,97.3,0.00381897555165531,97.3,96.4,0,"bis_limpio_13-06.csv"
"262",96.5,0.122474487139158,96.4,0.00126916566983583,96.7,96.4,0,"bis_limpio_13-06.csv"
"263",95.74,0.740270220932872,96.4,0.00773208920966025,96.4,94.6,0,"bis_limpio_13-06.csv"
"264",94.2,0,94.2,0,94.2,94.2,0,"bis_limpio_13-06.csv"
